date,pm10_avg,pm25_avg,aqi,aqi_category,aqi_source,temp_max,temp_min,temp_mean,wind_speed_max,wind_speed_mean,humidity_mean,precipitation,air_pollution_Delhi,N95_mask,air_purifier,breathing_problem,AQI_Delhi,year,month,season
2016-01-29,267.58333333333337,356.0,443.0,Severe,openaq_computed,25.5,13.75,19.37,8.4,5.72,72.75,0.5,0.0,,0,,0.0,2016,1,Winter
2016-01-30,267.58333333333337,203.0,364.0,Very Poor,openaq_computed,22.15,12.85,17.37,14.01,10.71,77.33,0.0,0.0,,0,,0.0,2016,1,Winter
2016-01-31,267.58333333333337,124.0,304.0,Very Poor,openaq_computed,22.1,9.7,15.16,12.5,10.02,64.97,0.0,0.0,,0,,0.0,2016,1,Winter
2016-02-01,245.0,136.0,313.0,Very Poor,openaq_computed,20.95,7.45,14.2,15.35,9.65,58.05,0.0,0.0,,67,,0.0,2016,2,Winter
2016-02-02,245.0,148.0,322.0,Very Poor,openaq_computed,21.55,8.35,14.47,20.62,12.37,53.28,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-03,245.0,137.0,314.0,Very Poor,openaq_computed,22.35,8.3,14.85,13.83,10.97,51.71,0.0,0.0,,73,,0.0,2016,2,Winter
2016-02-04,425.0,225.66666666666663,381.0,Very Poor,openaq_computed,22.85,6.9,14.75,10.8,8.59,57.53,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-05,366.0,211.0,370.0,Very Poor,openaq_computed,23.1,7.1,15.8,12.24,7.85,59.48,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-06,227.0,160.0,331.0,Very Poor,openaq_computed,19.6,12.1,15.39,13.71,8.96,73.85,4.0,0.0,,0,,0.0,2016,2,Winter
2016-02-07,284.5,132.73333333333332,311.0,Very Poor,openaq_computed,21.75,8.6,15.0,11.02,7.53,73.57,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-08,299.0,200.0,362.0,Very Poor,openaq_computed,22.9,9.55,15.95,10.09,8.25,69.48,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-09,333.0,206.33333333333337,367.0,Very Poor,openaq_computed,23.4,9.15,16.31,9.69,6.08,66.65,0.0,0.0,,56,,0.0,2016,2,Winter
2016-02-10,287.0,120.66666666666669,302.0,Very Poor,openaq_computed,24.75,12.25,17.58,16.1,9.78,55.78,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-11,339.5,126.0,306.0,Very Poor,openaq_computed,24.25,9.4,16.62,11.18,5.43,64.54,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-12,280.5,95.8,220.0,Poor,openaq_computed,22.05,11.85,16.14,15.14,10.03,61.5,0.7,0.0,,0,,0.0,2016,2,Winter
2016-02-13,200.0,106.63333333333333,256.0,Poor,openaq_computed,23.6,9.35,15.9,11.09,9.36,65.29,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-14,245.5,107.66666666666669,259.0,Poor,openaq_computed,22.35,9.45,15.74,9.29,7.69,59.59,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-15,291.0,106.93333333333334,257.0,Poor,openaq_computed,23.3,8.9,15.86,9.69,7.22,54.79,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-16,245.0,121.66666666666669,302.0,Very Poor,openaq_computed,25.6,11.05,18.01,11.79,7.76,53.77,0.2,0.0,,0,,0.0,2016,2,Winter
2016-02-17,222.0,167.66666666666666,337.0,Very Poor,openaq_computed,27.05,14.75,20.47,11.54,7.87,61.14,1.4,0.0,,54,,0.0,2016,2,Winter
2016-02-18,342.0,214.0,373.0,Very Poor,openaq_computed,28.8,17.0,22.71,8.44,5.74,65.85,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-19,245.0,146.33333333333334,321.0,Very Poor,openaq_computed,25.9,18.1,21.85,12.29,7.01,74.74,14.4,0.0,,0,,58.0,2016,2,Winter
2016-02-20,90.5,62.2,108.0,Moderate,openaq_computed,25.4,14.6,19.27,19.67,14.7,65.22,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-21,149.0,70.36666666666666,135.0,Moderate,openaq_computed,26.15,13.0,18.84,22.77,15.91,52.25,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-22,160.0,68.39999999999999,129.0,Moderate,openaq_computed,26.95,12.4,19.11,15.79,9.96,54.17,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-23,257.0,159.33333333333334,331.0,Very Poor,openaq_computed,26.7,11.35,18.61,9.03,6.11,57.78,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-24,254.0,117.33333333333331,291.0,Poor,openaq_computed,27.35,11.45,19.56,10.3,8.35,58.99,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-25,249.0,131.66666666666666,310.0,Very Poor,openaq_computed,27.45,13.7,20.7,10.3,6.46,58.8,0.0,74.0,,0,,0.0,2016,2,Winter
2016-02-26,245.0,139.66666666666666,316.0,Very Poor,openaq_computed,27.3,12.15,20.63,9.83,5.47,60.24,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-27,395.0,225.0,381.0,Very Poor,openaq_computed,28.0,14.9,21.5,9.2,5.98,61.18,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-28,288.0,166.66666666666666,337.0,Very Poor,openaq_computed,28.05,15.05,21.87,9.83,6.85,62.32,0.0,0.0,,0,,0.0,2016,2,Winter
2016-02-29,385.5,205.66666666666663,366.0,Very Poor,openaq_computed,28.65,16.1,22.54,9.96,4.64,61.93,0.0,0.0,,0,,0.0,2016,2,Winter
2016-03-01,253.0,180.33333333333337,347.0,Very Poor,openaq_computed,30.5,15.65,23.32,9.51,5.44,62.35,0.0,0.0,,62,,0.0,2016,3,Spring
2016-03-02,261.0,142.66666666666666,318.0,Very Poor,openaq_computed,31.45,15.95,23.5,9.42,6.65,59.74,0.2,0.0,,0,,0.0,2016,3,Spring
2016-03-03,203.0,107.56666666666666,259.0,Poor,openaq_computed,31.9,16.2,23.78,10.59,8.09,50.99,0.0,0.0,,0,,0.0,2016,3,Spring
2016-03-04,148.0,51.5,86.0,Satisfactory,openaq_computed,29.85,17.05,22.44,18.49,12.15,59.49,12.2,0.0,,0,,0.0,2016,3,Spring
2016-03-05,167.0,39.05,66.0,Satisfactory,openaq_computed,25.9,16.0,20.21,17.07,9.86,75.12,2.6,0.0,,0,,0.0,2016,3,Spring
2016-03-06,186.0,83.86666666666667,180.0,Moderate,openaq_computed,27.75,15.05,21.35,11.44,6.56,68.75,0.0,0.0,,0,,0.0,2016,3,Spring
2016-03-07,178.5,72.2,141.0,Moderate,openaq_computed,27.65,16.35,21.72,11.18,8.91,66.33,0.0,0.0,,0,,0.0,2016,3,Spring
2016-03-08,238.5,112.73333333333332,276.0,Poor,openaq_computed,28.0,14.9,21.49,13.09,8.93,62.5,0.0,0.0,,0,,0.0,2016,3,Spring
2016-03-09,276.0,137.33333333333334,314.0,Very Poor,openaq_computed,29.75,15.15,22.54,13.53,8.5,61.9,0.0,0.0,,0,,0.0,2016,3,Spring
2016-03-10,244.0,93.7,213.0,Poor,openaq_computed,30.9,18.0,23.32,13.49,9.26,64.76,2.2,0.0,,0,,0.0,2016,3,Spring
2016-03-11,135.1,37.46666666666667,63.0,Satisfactory,openaq_computed,28.45,17.55,21.25,16.68,10.67,76.54,22.2,0.0,,0,,0.0,2016,3,Spring
2016-03-12,64.8,28.399999999999995,47.0,Good,openaq_computed,27.25,16.35,21.19,20.66,11.88,70.81,0.0,0.0,,0,,0.0,2016,3,Spring
2016-03-13,50.65,35.833333333333336,61.0,Satisfactory,openaq_computed,25.1,16.25,20.66,10.59,7.42,76.55,0.9,0.0,,0,,0.0,2016,3,Spring
2016-03-14,184.5,78.86666666666666,163.0,Moderate,openaq_computed,27.35,14.45,20.8,12.77,7.33,65.56,0.0,0.0,,0,,0.0,2016,3,Spring
2016-03-15,212.0,71.8,140.0,Moderate,openaq_computed,27.65,14.05,20.76,16.9,11.44,55.89,0.0,0.0,,0,,0.0,2016,3,Spring
2016-03-16,203.0,104.06666666666666,247.0,Poor,openaq_computed,29.8,16.35,22.79,15.48,9.62,56.23,0.1,0.0,,0,,0.0,2016,3,Spring
2016-03-17,126.0,62.46666666666667,109.0,Moderate,openaq_computed,29.35,18.65,23.81,16.08,9.94,58.71,0.0,0.0,,0,,,2016,3,Spring
2016-03-18,162.0,79.94999999999999,167.0,Moderate,openaq_computed,30.7,17.75,23.96,10.23,6.28,59.93,0.5,0.0,,0,,,2016,3,Spring
2016-03-19,167.75,78.4,162.0,Moderate,openaq_computed,31.4,18.1,24.73,13.76,7.24,55.55,0.0,0.0,,0,,,2016,3,Spring
2016-03-20,173.5,32.800000000000004,56.0,Satisfactory,openaq_computed,30.55,17.5,23.9,24.22,15.16,44.94,0.0,0.0,,0,,,2016,3,Spring
2016-03-21,284.5,30.799999999999997,52.0,Satisfactory,openaq_computed,29.8,16.2,22.46,26.67,19.84,36.14,0.0,0.0,,0,,,2016,3,Spring
2016-03-22,195.0,59.833333333333336,100.0,Satisfactory,openaq_computed,31.95,16.25,23.54,17.71,13.66,39.13,0.0,0.0,,0,,,2016,3,Spring
2016-03-23,217.5,131.5,310.0,Very Poor,openaq_computed,33.4,16.3,24.97,10.85,6.61,46.6,0.0,0.0,,0,,,2016,3,Spring
2016-03-24,240.0,102.675,243.0,Poor,openaq_computed,34.7,17.15,26.48,10.45,7.92,49.86,0.0,0.0,,0,,,2016,3,Spring
2016-03-25,179.5,43.725,73.0,Satisfactory,openaq_computed,32.35,18.75,25.2,19.08,13.04,53.42,0.0,0.0,,0,,,2016,3,Spring
2016-03-26,102.0,45.925,77.0,Satisfactory,openaq_computed,31.7,18.4,24.68,15.19,11.06,45.31,0.0,0.0,,0,,,2016,3,Spring
2016-03-27,103.5,160.26666666666668,332.0,Very Poor,openaq_computed,31.75,16.6,24.45,15.88,9.54,41.4,0.0,0.0,,0,,,2016,3,Spring
2016-03-28,105.0,70.03333333333333,134.0,Moderate,openaq_computed,32.05,18.1,25.24,13.61,9.92,41.76,0.0,0.0,,0,,,2016,3,Spring
2016-03-29,263.0,179.65,346.0,Very Poor,openaq_computed,34.4,17.95,26.48,11.17,6.06,45.23,0.0,0.0,,0,,,2016,3,Spring
2016-03-30,145.0,63.3,112.0,Moderate,openaq_computed,36.3,19.25,28.0,10.83,6.9,40.25,0.0,0.0,,83,,,2016,3,Spring
2016-03-31,210.5,67.4,125.0,Moderate,openaq_computed,36.55,21.9,29.22,13.91,10.88,39.27,0.0,0.0,,0,,,2016,3,Spring
2016-04-01,276.0,51.2,86.0,Satisfactory,openaq_computed,37.65,21.4,29.95,11.59,7.43,41.07,0.0,0.0,,0,,,2016,4,Spring
2016-04-02,341.5,120.0,300.0,Poor,openaq_computed,38.55,24.35,31.22,10.18,6.72,44.16,1.8,0.0,,0,,,2016,4,Spring
2016-04-03,407.0,137.43333333333334,314.0,Very Poor,openaq_computed,37.15,23.35,30.09,15.46,8.84,34.13,0.0,0.0,,0,,,2016,4,Spring
2016-04-04,402.0,54.7,91.0,Satisfactory,openaq_computed,35.95,21.55,28.97,17.21,11.7,36.64,0.0,0.0,,0,,,2016,4,Spring
2016-04-05,397.0,48.5,81.0,Satisfactory,openaq_computed,35.15,22.5,28.41,10.85,7.63,29.9,0.0,0.0,,0,,,2016,4,Spring
2016-04-06,392.0,69.2,131.0,Moderate,openaq_computed,34.85,19.85,27.12,17.64,11.12,36.9,0.0,0.0,,0,,,2016,4,Spring
2016-04-07,252.0,45.85,77.0,Satisfactory,openaq_computed,34.85,17.85,27.11,9.69,6.25,37.79,0.0,0.0,,0,,,2016,4,Spring
2016-04-08,199.0,65.53333333333333,119.0,Moderate,openaq_computed,36.3,20.2,28.92,14.26,8.24,26.63,0.0,0.0,,0,,,2016,4,Spring
2016-04-09,133.0,47.8,80.0,Satisfactory,openaq_computed,36.3,24.0,29.51,11.53,8.69,29.19,0.0,0.0,,0,,,2016,4,Spring
2016-04-10,246.0,45.575,76.0,Satisfactory,openaq_computed,34.95,21.2,28.34,20.38,15.56,33.45,0.0,0.0,,0,,,2016,4,Spring
2016-04-11,225.5,41.05,69.0,Satisfactory,openaq_computed,34.5,21.2,27.97,22.73,17.46,33.39,0.0,0.0,,0,,,2016,4,Spring
2016-04-12,258.0,62.475,109.0,Moderate,openaq_computed,36.75,22.75,29.73,26.21,16.95,29.8,0.0,0.0,,0,,,2016,4,Spring
2016-04-13,242.0,61.65,106.0,Moderate,openaq_computed,38.55,22.7,30.96,20.12,12.04,29.39,0.0,0.0,,0,,,2016,4,Spring
2016-04-14,320.5,99.63333333333333,233.0,Poor,openaq_computed,39.8,22.4,31.85,18.86,9.61,31.27,0.0,0.0,,0,,,2016,4,Spring
2016-04-15,318.5,87.3,191.0,Moderate,openaq_computed,41.0,24.5,32.71,14.81,10.08,30.2,0.0,0.0,,0,,,2016,4,Spring
2016-04-16,316.5,57.95,97.0,Satisfactory,openaq_computed,39.7,26.55,33.12,14.08,7.79,25.99,0.0,0.0,,0,,,2016,4,Spring
2016-04-17,314.5,59.93333333333334,100.0,Satisfactory,openaq_computed,38.5,26.35,32.5,10.0,7.25,31.71,0.0,0.0,,0,,,2016,4,Spring
2016-04-18,362.5,98.0,227.0,Poor,openaq_computed,37.8,25.75,31.4,12.26,6.11,37.1,0.1,100.0,,0,,,2016,4,Spring
2016-04-19,350.5,103.825,247.0,Poor,openaq_computed,38.8,23.75,31.57,19.88,12.28,25.65,0.0,0.0,,0,,,2016,4,Spring
2016-04-20,311.0,81.325,171.0,Moderate,openaq_computed,38.95,24.9,31.86,24.46,16.08,22.93,0.0,0.0,,0,,,2016,4,Spring
2016-04-21,187.0,89.15,197.0,Moderate,openaq_computed,38.65,24.35,31.81,11.66,7.47,24.78,0.0,0.0,,0,,,2016,4,Spring
2016-04-22,109.0,70.725,136.0,Moderate,openaq_computed,36.7,22.6,29.59,17.21,11.73,24.47,0.0,0.0,,0,,,2016,4,Spring
2016-04-23,222.5,99.075,231.0,Poor,openaq_computed,37.15,19.25,28.85,17.88,10.21,21.11,0.0,0.0,,0,,,2016,4,Spring
2016-04-24,339.0,91.05,204.0,Poor,openaq_computed,38.15,21.0,29.98,13.1,9.34,18.68,0.0,0.0,,0,,,2016,4,Spring
2016-04-25,431.5,93.375,212.0,Poor,openaq_computed,38.55,21.5,30.64,10.7,6.95,22.81,0.2,0.0,,0,,,2016,4,Spring
2016-04-26,564.0,111.075,271.0,Poor,openaq_computed,39.7,22.05,31.0,16.87,8.39,22.44,0.0,0.0,,0,,,2016,4,Spring
2016-04-27,582.5,150.55,324.0,Very Poor,openaq_computed,39.65,22.15,31.45,17.06,10.46,18.83,0.0,0.0,,0,,,2016,4,Spring
2016-04-28,437.5,200.75,362.0,Very Poor,openaq_computed,39.4,22.35,31.28,18.58,9.79,18.97,0.0,0.0,,0,,,2016,4,Spring
2016-04-29,419.1,235.5,389.0,Very Poor,openaq_computed,39.95,21.05,31.23,12.54,8.29,21.01,0.0,0.0,,0,,,2016,4,Spring
2016-04-30,400.7,154.5,327.0,Very Poor,openaq_computed,41.25,23.35,32.78,18.29,10.73,20.18,0.0,82.0,,87,,,2016,4,Spring
2016-05-01,382.3,126.2,306.0,Very Poor,openaq_computed,42.5,24.9,34.41,12.24,7.15,19.22,0.4,0.0,,0,,,2016,5,Spring
2016-05-02,363.9,123.45,304.0,Very Poor,openaq_computed,38.0,27.55,32.16,16.39,10.31,31.97,1.6,0.0,,93,,,2016,5,Spring
2016-05-03,345.5,96.625,223.0,Poor,openaq_computed,38.95,24.85,30.88,20.57,12.92,47.99,1.0,0.0,,0,,,2016,5,Spring
2016-05-04,221.0,75.8,153.0,Moderate,openaq_computed,34.6,24.8,29.37,20.63,13.0,49.77,0.1,0.0,,0,,,2016,5,Spring
2016-05-05,201.35,46.7,78.0,Satisfactory,openaq_computed,34.15,23.65,29.18,9.42,5.51,54.12,0.0,0.0,,0,,,2016,5,Spring
2016-05-06,273.0,65.25,118.0,Moderate,openaq_computed,36.0,24.6,30.78,11.44,6.6,41.23,0.0,0.0,,84,,,2016,5,Spring
2016-05-07,265.0,82.0,174.0,Moderate,openaq_computed,37.2,25.45,30.86,14.56,10.29,45.21,0.0,0.0,,0,,,2016,5,Spring
2016-05-08,209.0,70.375,135.0,Moderate,openaq_computed,38.8,26.2,32.09,21.75,13.28,41.78,0.5,0.0,,0,,,2016,5,Spring
2016-05-09,205.0,62.375,109.0,Moderate,openaq_computed,38.0,26.65,32.17,23.44,13.13,45.64,1.0,0.0,,0,,,2016,5,Spring
2016-05-10,144.6,49.825,83.0,Satisfactory,openaq_computed,37.05,26.6,31.71,17.92,10.76,50.74,0.2,0.0,,0,,,2016,5,Spring
2016-05-11,293.0,78.175,161.0,Moderate,openaq_computed,39.0,25.45,32.55,14.69,6.68,48.66,0.0,0.0,,100,,,2016,5,Spring
2016-05-12,344.0,73.475,145.0,Moderate,openaq_computed,41.0,27.95,34.55,16.75,7.33,30.34,0.0,0.0,,0,,,2016,5,Spring
2016-05-13,480.0,77.89999999999999,160.0,Moderate,openaq_computed,41.2,27.4,34.92,9.45,6.88,30.04,0.0,0.0,,0,,,2016,5,Spring
2016-05-14,952.0,94.15,215.0,Poor,openaq_computed,42.3,26.65,34.94,12.48,7.32,29.35,0.0,0.0,,0,,,2016,5,Spring
2016-05-15,304.0,60.875,104.0,Moderate,openaq_computed,42.75,26.6,35.25,17.57,10.04,24.89,0.0,0.0,,0,,,2016,5,Spring
2016-05-16,295.0,132.95,311.0,Very Poor,openaq_computed,42.7,26.35,35.16,18.95,10.59,21.72,0.0,0.0,,0,,,2016,5,Spring
2016-05-17,340.5,158.675,330.0,Very Poor,openaq_computed,43.1,25.65,35.34,13.53,6.87,22.83,0.0,0.0,,0,,,2016,5,Spring
2016-05-18,257.0,79.15,164.0,Moderate,openaq_computed,41.65,27.75,34.77,22.57,13.7,35.67,0.3,0.0,,0,,,2016,5,Spring
2016-05-19,224.5,60.2,102.0,Moderate,openaq_computed,40.2,29.4,34.66,24.63,14.55,42.72,0.3,0.0,,0,,,2016,5,Spring
2016-05-20,317.0,56.625,94.0,Satisfactory,openaq_computed,41.1,27.3,33.96,21.53,14.74,53.06,0.0,0.0,,0,,,2016,5,Spring
2016-05-21,156.0,58.425,97.0,Satisfactory,openaq_computed,42.15,28.25,34.63,19.32,10.3,47.35,1.8,0.0,,0,,,2016,5,Spring
2016-05-22,155.0,71.425,139.0,Moderate,openaq_computed,40.9,26.15,33.64,19.08,10.1,52.46,4.5,0.0,,0,,,2016,5,Spring
2016-05-23,122.0,44.65,75.0,Satisfactory,openaq_computed,38.05,26.5,31.68,17.71,10.65,59.0,1.8,0.0,,0,,,2016,5,Spring
2016-05-24,275.0,83.1,177.0,Moderate,openaq_computed,39.4,25.2,31.66,17.46,7.91,52.98,0.6,0.0,,0,,,2016,5,Spring
2016-05-25,449.0,85.475,185.0,Moderate,openaq_computed,39.8,25.4,32.96,13.8,6.69,49.47,0.0,0.0,,0,,,2016,5,Spring
2016-05-26,508.0,165.175,335.0,Very Poor,openaq_computed,40.95,28.5,34.85,20.14,12.0,36.78,2.0,0.0,,0,,,2016,5,Spring
2016-05-27,434.0,103.275,245.0,Poor,openaq_computed,40.45,28.9,33.95,22.1,13.4,37.39,2.3,0.0,,0,,,2016,5,Spring
2016-05-28,273.5,16.34,27.0,Good,openaq_computed,36.2,26.9,31.2,18.86,12.66,54.35,6.9,0.0,,0,,,2016,5,Spring
2016-05-29,113.0,38.555,65.0,Satisfactory,openaq_computed,33.05,24.05,28.81,16.38,10.46,68.1,3.4,0.0,,0,,,2016,5,Spring
2016-05-30,462.5,46.575,78.0,Satisfactory,openaq_computed,38.15,25.1,31.71,13.18,7.68,56.68,0.2,96.0,0.0,0,0.0,,2016,5,Spring
2016-05-31,400.0,48.725,82.0,Satisfactory,openaq_computed,40.25,27.0,33.83,14.84,8.21,48.28,0.0,0.0,0.0,0,0.0,,2016,5,Spring
2016-06-01,426.0,56.55,94.0,Satisfactory,openaq_computed,41.05,28.15,34.88,16.83,9.58,37.47,0.0,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-02,364.5,85.1,184.0,Moderate,openaq_computed,41.8,26.5,34.23,15.82,7.17,42.05,0.5,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-03,303.0,76.4,155.0,Moderate,openaq_computed,42.4,27.7,35.31,14.35,8.54,44.86,0.0,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-04,241.5,60.125,101.0,Moderate,openaq_computed,40.85,29.05,34.38,21.53,13.14,55.04,3.3,0.0,0.0,0,100.0,,2016,6,Monsoon
2016-06-05,253.5,60.1,101.0,Moderate,openaq_computed,40.0,29.35,34.16,19.3,12.72,52.77,2.6,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-06,221.5,57.675,96.0,Satisfactory,openaq_computed,39.65,29.25,34.15,17.99,12.44,52.36,1.1,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-07,171.0,51.6,86.0,Satisfactory,openaq_computed,40.5,28.9,33.92,14.2,10.58,51.43,0.7,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-08,217.0,69.125,131.0,Moderate,openaq_computed,40.25,28.75,34.37,15.41,11.19,50.64,0.2,0.0,0.0,63,0.0,,2016,6,Monsoon
2016-06-09,305.0,68.55,129.0,Moderate,openaq_computed,41.6,29.25,34.39,21.65,7.79,50.49,2.6,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-10,325.5,44.475,75.0,Satisfactory,openaq_computed,39.4,28.9,34.25,16.58,10.06,50.41,0.1,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-11,429.5,48.0,80.0,Satisfactory,openaq_computed,38.95,27.0,33.34,14.66,9.56,53.32,3.6,71.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-12,431.0,77.025,157.0,Moderate,openaq_computed,40.25,29.35,34.38,22.01,11.44,47.1,0.7,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-13,270.0,35.225,60.0,Satisfactory,openaq_computed,37.55,26.9,32.27,16.22,10.11,60.94,1.8,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-14,381.0,81.925,173.0,Moderate,openaq_computed,36.7,28.55,31.7,15.19,6.61,65.38,1.5,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-15,125.75,43.75,73.0,Satisfactory,openaq_computed,36.8,28.05,32.45,20.62,14.56,60.89,0.0,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-16,147.65,42.5,71.0,Satisfactory,openaq_computed,37.5,27.1,32.58,17.08,11.21,62.08,0.2,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-17,150.5,50.025,84.0,Satisfactory,openaq_computed,36.45,26.45,31.46,15.32,12.36,66.53,14.8,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-18,104.25,52.5,88.0,Satisfactory,openaq_computed,36.3,28.9,32.33,15.46,12.49,63.79,0.3,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-19,78.3,46.675,78.0,Satisfactory,openaq_computed,36.55,29.2,32.8,18.17,13.28,63.04,0.0,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-20,70.25,49.849999999999994,83.0,Satisfactory,openaq_computed,36.2,27.75,30.86,15.94,13.11,71.74,1.8,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-21,134.35,34.300000000000004,58.0,Satisfactory,openaq_computed,35.2,26.75,30.92,12.29,8.0,69.08,1.4,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-22,139.65,32.9,56.0,Satisfactory,openaq_computed,37.7,27.8,32.82,10.48,6.51,62.78,0.0,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-23,512.0,72.63333333333334,143.0,Moderate,openaq_computed,38.85,28.65,33.81,12.77,7.78,58.4,0.6,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-24,197.0,57.06666666666666,95.0,Satisfactory,openaq_computed,38.9,29.95,34.22,17.25,12.6,58.82,0.0,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-25,125.0,47.23333333333333,79.0,Satisfactory,openaq_computed,36.5,27.35,32.36,15.81,12.0,65.41,3.1,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-26,109.5,56.9,95.0,Satisfactory,openaq_computed,37.05,27.05,32.07,14.58,9.52,66.99,3.3,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-27,137.25,39.56666666666666,67.0,Satisfactory,openaq_computed,34.25,26.25,30.08,14.49,9.61,77.34,10.4,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-28,81.45,30.166666666666668,51.0,Satisfactory,openaq_computed,36.15,27.15,32.06,13.4,9.19,69.59,10.5,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-29,127.45,32.166666666666664,55.0,Satisfactory,openaq_computed,37.85,27.9,33.13,14.12,6.98,65.96,0.4,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-06-30,125.3,58.333333333333336,97.0,Satisfactory,openaq_computed,36.0,27.25,31.77,16.42,10.8,73.36,23.3,0.0,0.0,0,0.0,,2016,6,Monsoon
2016-07-01,129.65,28.049999999999997,47.0,Good,openaq_computed,30.75,26.0,27.76,13.71,8.42,85.97,67.9,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-02,117.65,42.4,71.0,Satisfactory,openaq_computed,30.25,25.45,26.92,13.14,7.77,90.55,15.1,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-03,84.8,30.3,51.0,Satisfactory,openaq_computed,32.7,25.3,28.83,6.64,4.18,81.34,1.2,100.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-04,228.8,93.93333333333334,214.0,Poor,openaq_computed,34.75,26.95,30.98,9.5,5.53,75.35,0.3,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-05,179.0,321.1333333333333,429.0,Severe,openaq_computed,33.45,27.1,29.98,11.97,7.43,79.09,2.6,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-06,94.05,494.1,498.0,Severe,openaq_computed,33.5,26.6,30.34,13.68,8.7,76.1,1.5,0.0,0.0,79,0.0,,2016,7,Monsoon
2016-07-07,121.0,35.233333333333334,60.0,Satisfactory,openaq_computed,34.4,27.15,30.78,10.14,6.12,75.97,2.5,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-08,110.65,142.66666666666666,318.0,Very Poor,openaq_computed,34.5,27.45,30.56,11.09,7.77,76.01,1.3,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-09,112.75,39.93333333333334,67.0,Satisfactory,openaq_computed,34.45,27.6,31.13,8.71,5.58,75.18,0.0,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-10,83.3,64.33333333333333,115.0,Moderate,openaq_computed,33.05,26.8,29.35,13.48,9.39,81.93,4.3,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-11,69.15,26.4,44.0,Good,openaq_computed,32.05,26.05,29.04,15.46,9.78,82.78,15.6,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-12,82.95,37.8,64.0,Satisfactory,openaq_computed,33.0,26.95,29.46,13.28,7.84,80.38,3.9,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-13,65.8,55.26666666666667,92.0,Satisfactory,openaq_computed,32.75,27.1,28.97,6.73,4.29,86.38,22.2,0.0,0.0,0,0.0,,2016,7,Monsoon
2016-07-14,48.65,31.35,53.0,Satisfactory,openaq_computed,32.1,25.65,27.97,14.06,5.81,89.39,31.3,0.0,0.0,0,0.0,,2016,7,Monsoon
